r,light_pl_475,light_pl_814,light_pl_160,light_comp_475,light_comp_814,light_comp_160
1.27,0.0457781617476424,0.09014857827670725,2.0619528304122823,0.04648173618408834,0.08964351506558545,1.995895150844926
1.28,0.04525262627679322,0.08918484594685568,2.0397642281472796,0.04595832471767018,0.08868305602085279,1.9734186955437596
1.29,0.04473474478061513,0.08823489325425483,2.0179101672128215,0.045442316553251066,0.08773679094661203,1.9513098480347604
1.3,0.04422431757994228,0.08729834848840766,1.9963820683050635,0.04493351643506001,0.08680433617470258,1.9295594072905513
1.31,0.04372116403304011,0.08637485780917575,1.9751713521201595,0.04443174842812269,0.08588532637597954,1.9081581722837608
1.32,0.043225111560346696,0.08546406744063342,1.9542694393542652,0.04393684477964005,0.08497939628719457,1.8870969419870118
1.33,0.04273598761126947,0.08456562823553916,1.9336677507035327,0.04344863776621357,0.08408618538630769,1.8663665153729314
1.34,0.04225362174003973,0.08367922541401132,1.913357933019139,0.04296696178843225,0.08320536835411307,1.8459579130839914
1.35,0.041777859128923005,0.08280455966195636,1.8933331713625072,0.042491667017206296,0.08233663571316817,1.8258636634666532
1.36,0.04130855199301695,0.08194133173957631,1.8735872913423126,0.042022610720309064,0.08147967806213215,1.8060769227111046
1.37,0.04084555258120386,0.08108924593390864,1.8541141206774385,0.041559650199606266,0.08063418960368338,1.7865908490758937
1.3800000000000001,0.04038871475452701,0.08024803461418833,1.8349074870867688,0.04110264437362514,0.07979989323726913,1.767398600819564
1.3900000000000001,0.039937905210755645,0.07941744357102805,1.815961218289189,0.040651465033454105,0.07897652557743741,1.7484933362006605
1.4000000000000001,0.039492996782739695,0.07859721867844678,1.797269142003582,0.04020599012238927,0.07816382332396782,1.7298682134777306
1.41,0.03905386234145509,0.07778710850328416,1.7788250859488304,0.03976609762195906,0.07736152592095953,1.7115163909093176
1.42,0.03862037599223528,0.07698688463271734,1.7606229808475073,0.039331666743112434,0.07656939627310141,1.693431131202995
1.43,0.03819242239266632,0.07619633033241138,1.7426577340281488,0.038902587206845037,0.075787209186915,1.6756066873759468
1.44,0.03776989155361593,0.07541522895945828,1.7249247917642412,0.03847875406602264,0.07501473956209748,1.65803785895274
1.45,0.037352673527861036,0.07464336593054297,1.7074196059812923,0.03806006241525262,0.07425176439139547,1.6407194511892642
1.46,0.03694065931292252,0.07388054559037258,1.6901376286048058,0.03764640828328167,0.07349807990304796,1.6236462693414135
1.47,0.036533748588685175,0.07312658247123326,1.6730743115602893,0.03723769628376152,0.07275349267836223,1.6068131186650803
1.48,0.03613184570811949,0.07238129120371868,1.656225106773249,0.03683383565097474,0.07201780939854989,1.5902148044161564
1.49,0.03573485506928998,0.07164448799571216,1.6395854661691907,0.03643473566379171,0.07129083834337248,1.5738461318505335
1.5,0.03534268179308603,0.07091600466070168,1.623150886138805,0.03604030631029739,0.07057240360854304,1.5577019532683074
1.51,0.03495523815198009,0.07019568191922909,1.6069174709338345,0.03565046459550132,0.06986233831688628,1.541777764087068
1.52,0.034572440500281805,0.06948336059587294,1.5908817649843359,0.03526513152939232,0.06916047569666586,1.5260695254334293
1.53,0.034194205239977696,0.06877888272400146,1.5750403225499428,0.034884228168738506,0.06846665019833297,1.510573208833702
1.54,0.03382044932589417,0.0680821032331257,1.5593896978902844,0.03450767610835716,0.06778070931142033,1.495284785814197
1.55,0.03345109561090781,0.06739288485490548,1.5439264452649941,0.034135402683319674,0.06710250841408667,1.4802002279012247
1.56,0.03308607051620754,0.06671109042962842,1.5286471189337028,0.03376733870154317,0.06643190299432282,1.4653155066210966
1.57,0.03272530051266314,0.06603658372399362,1.513548273156043,0.033403415019296674,0.06576874947517408,1.4506265935001232
1.58,0.0323687124938296,0.06536923918104288,1.4986264802169613,0.0330435629007684,0.06511291505563639,1.4361294799562563
1.59,0.03201623822445708,0.064708938087789,1.4838786875428407,0.032687718311174195,0.06446427384252938,1.421820571390709
1.6,0.03166781259193058,0.06405556184335055,1.469302197016202,0.03233582022928023,0.06382270005582416,1.4076966643609132
1.61,0.031323370534784525,0.06340899255631118,1.4548943244036483,0.031987807683215276,0.06318806863099041,1.3937545707459307
1.62,0.030982847314620643,0.06276912118458086,1.44065238547178,0.031643620010188465,0.06256026342807824,1.3799911024248248
1.6300000000000001,0.030646182222735085,0.06213584469470014,1.426573695987202,0.03130320040264067,0.061939174366865205,1.3664030712766553
1.6400000000000001,0.03031331728655833,0.061509060167706055,1.4126555717165143,0.03096649467068808,0.061324691482599204,1.3529872891804848
1.6500000000000001,0.029984194585658822,0.06088866522707556,1.3988953284263206,0.03063344867432759,0.06071670535780251,1.3397405680153747
1.6600000000000001,0.029658756446458854,0.060274564835185986,1.3852902885109952,0.030304008507634463,0.06011511397930657,1.3266597272788823
1.67,0.02933694853517112,0.05966666923087801,1.3718380036251092,0.029978123431629148,0.05951982065743295,1.31374184999875
1.68,0.029018718919223804,0.05906488876881771,1.3585363077819677,0.02965574498427676,0.05893072881936127,1.3009843437686524
1.69,0.02870401571875502,0.05846913421733436,1.3453830523870374,0.029336824753524508,0.05834774231043804,1.288384636174215
1.7,0.028392787242473926,0.057879322429793545,1.3323760888457847,0.02902131450453546,0.05777077112729955,1.2759401548010652
1.71,0.028084984572992546,0.05729537489091204,1.3195132685636755,0.028709168609341595,0.05719972994835906,1.2636483272348304
1.72,0.02778056090415414,0.056717213201523835,1.3067924429461761,0.02840034342407554,0.056634533569411234,1.2515065810611377
1.73,0.027479469482734734,0.05614475927677304,1.2942114633987516,0.028094795354615287,0.056075097105212426,1.2395123438656126
1.74,0.027181663699528028,0.05557794007210877,1.2817681834069519,0.02779248094098024,0.055521340785415124,1.2276630457137583
1.75,0.026887099254807718,0.05501668660310205,1.2694605953457738,0.02749335887429214,0.0549731889598792,1.2159562822550498
1.76,0.026595733709205236,0.05446093000071888,1.2572869153834765,0.02719738957845244,0.05443056609556718,1.2043899159452525
1.77,0.026307524676226237,0.05391060163360586,1.2452453799700973,0.026904533526610836,0.05389339690212946,1.1929618334200616
1.78,0.026022429879349277,0.05336563703755383,1.2333342255556738,0.026614751293453205,0.0533616103441509,1.181669921315176
1.79,0.025740408970156854,0.05282597530043669,1.2215516885902455,0.026328005233851287,0.05283513901313198,1.1705120662662925
1.8,0.02546142324375156,0.05229155562381241,1.2098960055238506,0.02604425922011126,0.05231391561665219,1.1594861549091082
1.81,0.02518543404783669,0.051762317387888716,1.1983654128065253,0.025763477173104676,0.05179787304633449,1.1485900738793198
1.82,0.02491240281407629,0.05123820340838972,1.1869581473744926,0.025485623090568225,0.05128694773303984,1.1378217104101955
1.83,0.024642292588738197,0.05071915959947948,1.1756725296008836,0.02521066244839108,0.050781079299614305,1.1271790542876747
1.84,0.02437506787427684,0.050205131986331274,1.164507057191439,0.024938562055585596,0.05028020748326465,1.1166603132579804
1.85,0.02411069322531811,0.04969606672742623,1.1534602505352842,0.02466928876892656,0.04978427216020669,1.1062637229475858
1.86,0.023849133260590374,0.04919191280311561,1.142530630021548,0.024402809503406554,0.04929321614921109,1.095987518982967
1.87,0.023590353955748752,0.04869262188626788,1.1317167160393578,0.024139092406377006,0.04880698507671811,1.0858299369905977
1.8800000000000001,0.02333432258117424,0.048198145757170775,1.121017028977841,0.023878106801057532,0.04832552468118144,1.075789212596953
1.8900000000000001,0.023081006458901595,0.04770843629466522,1.110430089226125,0.02361982205757958,0.04784878080548058,1.0658635814285073
1.9000000000000001,0.02283037295986337,0.0472234476830637,1.0999544172286164,0.023364207590153924,0.04737670173534576,1.0560512791815295
1.9100000000000001,0.022582390598867828,0.04674313643388642,1.0895885824987013,0.023111233844146088,0.04690923822238948,1.0463506035052523
1.92,0.022337029045383473,0.04626745916155378,1.07933129372629,0.02286087230579826,0.046446341127256326,1.0367600277688584
1.93,0.022094258019933494,0.045796372552732875,1.069181284107551,0.02261309450737619,0.04598796138871887,1.0272780562823671
1.94,0.02185404728044023,0.04532983517004583,1.059137286838654,0.022367872014649022,0.04553405197422877,1.017903193355798
1.95,0.021616367555934345,0.04486780757945657,1.0491980351157657,0.022125177263335193,0.04508456801767373,1.0086339432991704
1.96,0.021381190612497755,0.04441025044468721,1.0393622621350547,0.021884983618176295,0.044639464758658286,0.9994688104225035
1.97,0.021148488266817984,0.043957124481299646,1.0296287010926894,0.021647264489247964,0.044198697494367695,0.9904062990358159
1.98,0.02091823236381062,0.043508391906319076,1.0199960851849248,0.021411993311735503,0.04376222318972362,0.9814449134492383
1.99,0.020690395565975038,0.043064016633167106,1.01046317730146,0.02117914424808734,0.04333000069390463,0.9725831957378994
2.0,0.020464951459540425,0.042623962666274384,1.0010288540535897,0.020948692282434882,0.04290198895717667,0.9638198326114099
2.0100000000000002,0.020241873680292618,0.04218819404826046,0.9916920192732437,0.02072061244299149,0.0424781469734276,0.9551535453993881
2.02,0.020021135886470663,0.041756676062284996,0.982451576792353,0.0204948797779756,0.04205843515357097,0.9465830554314538
